settlement_name,wikipedia_title,wikipedia_page_id,photo_url,photo_thumb_url,photo_width,photo_height,photo_source,photo_attribution,wikipedia_article_url,fetch_status,fetch_note
Emőd,Emőd,692527,,,,,wikipedia,Wikipédia – Emőd,https://hu.wikipedia.org/wiki/Em%C5%91d,no_image,Nincs kép a Wikipedia oldalon
Kemenesmagasi,Kemenesmagasi,36094,https://upload.wikimedia.org/wikipedia/commons/a/ac/Vas_location_map.PNG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Vas_location_map.PNG/960px-Vas_location_map.PNG,800,714,wikipedia,Wikipédia – Kemenesmagasi,https://hu.wikipedia.org/wiki/Kemenesmagasi,ok,
Nagylók,Nagylók,43366,https://upload.wikimedia.org/wikipedia/commons/1/1a/Nagyl%C3%B3k%2C_r%C3%B3mai_katolikus_templom_%C3%A9s_harangtorony_2021_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Nagyl%C3%B3k%2C_r%C3%B3mai_katolikus_templom_%C3%A9s_harangtorony_2021_02.jpg/960px-Nagyl%C3%B3k%2C_r%C3%B3mai_katolikus_templom_%C3%A9s_harangtorony_2021_02.jpg,800,533,wikipedia,Wikipédia – Nagylók,https://hu.wikipedia.org/wiki/Nagyl%C3%B3k,ok,
Kisgyalán,Kisgyalán,44759,https://upload.wikimedia.org/wikipedia/commons/3/3a/G%C3%B6lle2.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3a/G%C3%B6lle2.jpg,480,338,wikipedia,Wikipédia – Kisgyalán,https://hu.wikipedia.org/wiki/Kisgyal%C3%A1n,ok,
Kapuvár,Kapuvár,41573,https://upload.wikimedia.org/wikipedia/commons/8/89/Kapuv%C3%A1r%2C_belv%C3%A1rosi_r%C3%B3mai_katolikus_templom_2022_03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Kapuv%C3%A1r%2C_belv%C3%A1rosi_r%C3%B3mai_katolikus_templom_2022_03.jpg/960px-Kapuv%C3%A1r%2C_belv%C3%A1rosi_r%C3%B3mai_katolikus_templom_2022_03.jpg,800,533,wikipedia,Wikipédia – Kapuvár,https://hu.wikipedia.org/wiki/Kapuv%C3%A1r,ok,
Pusztadobos,Pusztadobos,44994,https://upload.wikimedia.org/wikipedia/commons/8/87/Pusztadobos%2C_r%C3%B3mai_katolikus_templom_2023_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Pusztadobos%2C_r%C3%B3mai_katolikus_templom_2023_02.jpg/960px-Pusztadobos%2C_r%C3%B3mai_katolikus_templom_2023_02.jpg,800,1200,wikipedia,Wikipédia – Pusztadobos,https://hu.wikipedia.org/wiki/Pusztadobos,ok,
Laskod,Laskod,44817,https://upload.wikimedia.org/wikipedia/commons/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,800,546,wikipedia,Wikipédia – Laskod,https://hu.wikipedia.org/wiki/Laskod,ok,
Szörény,Szörény,1712827,,,,,wikipedia,Wikipédia – Szörény,https://hu.wikipedia.org/wiki/Sz%C3%B6r%C3%A9ny,no_image,Nincs kép a Wikipedia oldalon
Tuzsér,Tuzsér,45658,https://upload.wikimedia.org/wikipedia/commons/6/6e/L%C3%B3nyay%27s_mansion_in_Tuzs%C3%A9r.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/L%C3%B3nyay%27s_mansion_in_Tuzs%C3%A9r.jpg/960px-L%C3%B3nyay%27s_mansion_in_Tuzs%C3%A9r.jpg,800,600,wikipedia,Wikipédia – Tuzsér,https://hu.wikipedia.org/wiki/Tuzs%C3%A9r,ok,
Jéke,Jéke,43087,https://upload.wikimedia.org/wikipedia/commons/7/78/Jeke2016ref_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Jeke2016ref_templom.jpg/960px-Jeke2016ref_templom.jpg,800,1067,wikipedia,Wikipédia – Jéke,https://hu.wikipedia.org/wiki/J%C3%A9ke,ok,
Izsák,Izsák,412112,,,,,wikipedia,Wikipédia – Izsák,https://hu.wikipedia.org/wiki/Izs%C3%A1k,no_image,Nincs kép a Wikipedia oldalon
Sajóörös,Sajóörös,97108,https://upload.wikimedia.org/wikipedia/commons/d/db/Saj%C3%B3%C3%B6r%C3%B6s%2C_r%C3%B3mai_katolikus_templom_2024_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Saj%C3%B3%C3%B6r%C3%B6s%2C_r%C3%B3mai_katolikus_templom_2024_01.jpg/960px-Saj%C3%B3%C3%B6r%C3%B6s%2C_r%C3%B3mai_katolikus_templom_2024_01.jpg,800,1200,wikipedia,Wikipédia – Sajóörös,https://hu.wikipedia.org/wiki/Saj%C3%B3%C3%B6r%C3%B6s,ok,
Csólyospálos,Csólyospálos,42177,https://upload.wikimedia.org/wikipedia/commons/7/78/Bacs-Kiskun_location_map.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,800,986,wikipedia,Wikipédia – Csólyospálos,https://hu.wikipedia.org/wiki/Cs%C3%B3lyosp%C3%A1los,ok,
Győr,Győr,8837,https://upload.wikimedia.org/wikipedia/commons/e/e2/Gy%C5%91r_montage1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Gy%C5%91r_montage1.jpg/960px-Gy%C5%91r_montage1.jpg,800,1067,wikipedia,Wikipédia – Győr,https://hu.wikipedia.org/wiki/Gy%C5%91r,ok,
Balogunyom,Balogunyom,27873,https://upload.wikimedia.org/wikipedia/commons/3/3a/Borsics-kast%C3%A9ly%2C_l%C3%A9gi%2C_Balogunyom.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3a/Borsics-kast%C3%A9ly%2C_l%C3%A9gi%2C_Balogunyom.jpg,480,336,wikipedia,Wikipédia – Balogunyom,https://hu.wikipedia.org/wiki/Balogunyom,ok,
Ikervár,Ikervár,25262,https://upload.wikimedia.org/wikipedia/commons/6/6f/Roman_Catholic_Church_in_Ikerv%C3%A1r_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Roman_Catholic_Church_in_Ikerv%C3%A1r_02.jpg/960px-Roman_Catholic_Church_in_Ikerv%C3%A1r_02.jpg,800,1200,wikipedia,Wikipédia – Ikervár,https://hu.wikipedia.org/wiki/Ikerv%C3%A1r,ok,
Moha,Moha,1038282,,,,,wikipedia,Wikipédia – Moha,https://hu.wikipedia.org/wiki/Moha,no_image,Nincs kép a Wikipedia oldalon
Nemesládony,Nemesládony,43406,https://upload.wikimedia.org/wikipedia/commons/a/ab/20241201_140952_Nemesl%C3%A1dony.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/20241201_140952_Nemesl%C3%A1dony.jpg/960px-20241201_140952_Nemesl%C3%A1dony.jpg,800,1067,wikipedia,Wikipédia – Nemesládony,https://hu.wikipedia.org/wiki/Nemesl%C3%A1dony,ok,
Vitnyéd,Vitnyéd,41704,https://upload.wikimedia.org/wikipedia/commons/9/9a/Vitny%C3%A9d-_rk_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Vitny%C3%A9d-_rk_templom.jpg,960,1280,wikipedia,Wikipédia – Vitnyéd,https://hu.wikipedia.org/wiki/Vitny%C3%A9d,ok,
Milota,Milota,44877,https://upload.wikimedia.org/wikipedia/commons/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,800,546,wikipedia,Wikipédia – Milota,https://hu.wikipedia.org/wiki/Milota,ok,
Fácánkert,Fácánkert,43530,https://upload.wikimedia.org/wikipedia/commons/2/22/F%C3%A1c%C3%A1nkert%2C_%C3%96regfalu_B%C3%A9ke_utca_-_panoramio.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/F%C3%A1c%C3%A1nkert%2C_%C3%96regfalu_B%C3%A9ke_utca_-_panoramio.jpg/960px-F%C3%A1c%C3%A1nkert%2C_%C3%96regfalu_B%C3%A9ke_utca_-_panoramio.jpg,800,1000,wikipedia,Wikipédia – Fácánkert,https://hu.wikipedia.org/wiki/F%C3%A1c%C3%A1nkert,ok,
Fajsz,Fajsz,715512,,,,,wikipedia,Wikipédia – Fajsz,https://hu.wikipedia.org/wiki/Fajsz,no_image,Nincs kép a Wikipedia oldalon
Tiszatarján,Tiszatarján,44044,https://upload.wikimedia.org/wikipedia/commons/b/bf/Tiszatarj%C3%A1n_l%C3%A9gi_fot%C3%B3.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bf/Tiszatarj%C3%A1n_l%C3%A9gi_fot%C3%B3.jpg,600,400,wikipedia,Wikipédia – Tiszatarján,https://hu.wikipedia.org/wiki/Tiszatarj%C3%A1n,ok,
Ordas,Ordas,42298,https://upload.wikimedia.org/wikipedia/commons/1/11/Ordas%2C_eml%C3%A9khely%2C_2015_-_panoramio_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Ordas%2C_eml%C3%A9khely%2C_2015_-_panoramio_%281%29.jpg/960px-Ordas%2C_eml%C3%A9khely%2C_2015_-_panoramio_%281%29.jpg,800,533,wikipedia,Wikipédia – Ordas,https://hu.wikipedia.org/wiki/Ordas,ok,
Bük,Bük,44141,https://upload.wikimedia.org/wikipedia/commons/f/f7/BukSzaparyFotoThalerTamas.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/BukSzaparyFotoThalerTamas.jpg/960px-BukSzaparyFotoThalerTamas.jpg,800,412,wikipedia,Wikipédia – Bük,https://hu.wikipedia.org/wiki/B%C3%BCk,ok,
Sárkeresztes,Sárkeresztes,44238,https://upload.wikimedia.org/wikipedia/commons/7/72/S%C3%A1rkeresztes%2C_reform%C3%A1tus_templom_2021_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/S%C3%A1rkeresztes%2C_reform%C3%A1tus_templom_2021_01.jpg/960px-S%C3%A1rkeresztes%2C_reform%C3%A1tus_templom_2021_01.jpg,800,1200,wikipedia,Wikipédia – Sárkeresztes,https://hu.wikipedia.org/wiki/S%C3%A1rkeresztes,ok,
Enying,Enying,29542,https://upload.wikimedia.org/wikipedia/commons/0/0c/Enying%2C_r%C3%B3mai_katolikus_templom_2021_04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Enying%2C_r%C3%B3mai_katolikus_templom_2021_04.jpg/960px-Enying%2C_r%C3%B3mai_katolikus_templom_2021_04.jpg,800,1200,wikipedia,Wikipédia – Enying,https://hu.wikipedia.org/wiki/Enying,ok,
Baracska,Baracska,29188,https://upload.wikimedia.org/wikipedia/commons/0/09/Baracska%2C_r%C3%B3mai_katolikus_templom_2022_04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Baracska%2C_r%C3%B3mai_katolikus_templom_2022_04.jpg/960px-Baracska%2C_r%C3%B3mai_katolikus_templom_2022_04.jpg,800,1200,wikipedia,Wikipédia – Baracska,https://hu.wikipedia.org/wiki/Baracska,ok,
Hobol,Hobol,43763,https://upload.wikimedia.org/wikipedia/commons/4/4e/Map-of-Baranya.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,800,494,wikipedia,Wikipédia – Hobol,https://hu.wikipedia.org/wiki/Hobol,ok,
Hédervár,Hédervár,44256,https://upload.wikimedia.org/wikipedia/commons/c/cb/H%C3%A9derv%C3%A1r%2C_Khuen%E2%80%93H%C3%A9derv%C3%A1ry-kast%C3%A9ly_2024_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/H%C3%A9derv%C3%A1r%2C_Khuen%E2%80%93H%C3%A9derv%C3%A1ry-kast%C3%A9ly_2024_02.jpg/960px-H%C3%A9derv%C3%A1r%2C_Khuen%E2%80%93H%C3%A9derv%C3%A1ry-kast%C3%A9ly_2024_02.jpg,800,533,wikipedia,Wikipédia – Hédervár,https://hu.wikipedia.org/wiki/H%C3%A9derv%C3%A1r,ok,
Nagyszentjános,Nagyszentjános,43387,https://upload.wikimedia.org/wikipedia/commons/c/cf/Nagyszentj%C3%A1nos%2C_r%C3%B3mai_katolikus_templom_2025_05.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Nagyszentj%C3%A1nos%2C_r%C3%B3mai_katolikus_templom_2025_05.jpg/960px-Nagyszentj%C3%A1nos%2C_r%C3%B3mai_katolikus_templom_2025_05.jpg,800,1200,wikipedia,Wikipédia – Nagyszentjános,https://hu.wikipedia.org/wiki/Nagyszentj%C3%A1nos,ok,
Zsurk,Zsurk,30790,https://upload.wikimedia.org/wikipedia/commons/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,800,546,wikipedia,Wikipédia – Zsurk,https://hu.wikipedia.org/wiki/Zsurk,ok,
Alsónémedi,Alsónémedi,28584,https://upload.wikimedia.org/wikipedia/commons/8/8a/Als%C3%B3n%C3%A9medi%2C_r%C3%B3mai_katolikus_templom_2023_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Als%C3%B3n%C3%A9medi%2C_r%C3%B3mai_katolikus_templom_2023_01.jpg/960px-Als%C3%B3n%C3%A9medi%2C_r%C3%B3mai_katolikus_templom_2023_01.jpg,800,1200,wikipedia,Wikipédia – Alsónémedi,https://hu.wikipedia.org/wiki/Als%C3%B3n%C3%A9medi,ok,
Balatonszemes,Balatonszemes,29065,https://upload.wikimedia.org/wikipedia/commons/a/a4/Postam%C3%BAzeum%2C_Balatonszemes.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Postam%C3%BAzeum%2C_Balatonszemes.jpg/960px-Postam%C3%BAzeum%2C_Balatonszemes.jpg,800,600,wikipedia,Wikipédia – Balatonszemes,https://hu.wikipedia.org/wiki/Balatonszemes,ok,
Gyanógeregye,Gyanógeregye,27891,https://upload.wikimedia.org/wikipedia/commons/1/18/Gyan%C3%B3geregye%2C_gyan%C3%B3i_r%C3%B3mai_katolikus_iskolak%C3%A1polna_2025_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Gyan%C3%B3geregye%2C_gyan%C3%B3i_r%C3%B3mai_katolikus_iskolak%C3%A1polna_2025_01.jpg/960px-Gyan%C3%B3geregye%2C_gyan%C3%B3i_r%C3%B3mai_katolikus_iskolak%C3%A1polna_2025_01.jpg,800,1200,wikipedia,Wikipédia – Gyanógeregye,https://hu.wikipedia.org/wiki/Gyan%C3%B3geregye,ok,
Pósfa,Pósfa,44993,https://upload.wikimedia.org/wikipedia/commons/a/ac/Vas_location_map.PNG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Vas_location_map.PNG/960px-Vas_location_map.PNG,800,714,wikipedia,Wikipédia – Pósfa,https://hu.wikipedia.org/wiki/P%C3%B3sfa,ok,
Ordacsehi,Ordacsehi,43508,https://upload.wikimedia.org/wikipedia/commons/8/8e/Ordacsehi%2C_Szent_Vendel-szobor_%C3%A9s_r%C3%B3mai_katolikus_templom_2021_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Ordacsehi%2C_Szent_Vendel-szobor_%C3%A9s_r%C3%B3mai_katolikus_templom_2021_01.jpg/960px-Ordacsehi%2C_Szent_Vendel-szobor_%C3%A9s_r%C3%B3mai_katolikus_templom_2021_01.jpg,800,533,wikipedia,Wikipédia – Ordacsehi,https://hu.wikipedia.org/wiki/Ordacsehi,ok,
Jánosháza,Jánosháza,43068,https://upload.wikimedia.org/wikipedia/commons/a/a4/JanoshazaFotoThalerTamas.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/JanoshazaFotoThalerTamas.jpg/960px-JanoshazaFotoThalerTamas.jpg,800,462,wikipedia,Wikipédia – Jánosháza,https://hu.wikipedia.org/wiki/J%C3%A1nosh%C3%A1za,ok,
Hantos,Hantos,44191,https://upload.wikimedia.org/wikipedia/commons/7/78/Hantos%2C_r%C3%B3mai_katolikus_templom_2021_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Hantos%2C_r%C3%B3mai_katolikus_templom_2021_02.jpg/960px-Hantos%2C_r%C3%B3mai_katolikus_templom_2021_02.jpg,800,1200,wikipedia,Wikipédia – Hantos,https://hu.wikipedia.org/wiki/Hantos,ok,
Csengőd,Csengőd,42227,https://upload.wikimedia.org/wikipedia/commons/6/6f/Lutheran_Church%2C_2019_Cseng%C5%91d.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Lutheran_Church%2C_2019_Cseng%C5%91d.jpg/960px-Lutheran_Church%2C_2019_Cseng%C5%91d.jpg,800,600,wikipedia,Wikipédia – Csengőd,https://hu.wikipedia.org/wiki/Cseng%C5%91d,ok,
Győröcske,Győröcske,44634,https://upload.wikimedia.org/wikipedia/commons/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,800,546,wikipedia,Wikipédia – Győröcske,https://hu.wikipedia.org/wiki/Gy%C5%91r%C3%B6cske,ok,
Kápolnásnyék,Kápolnásnyék,16128,https://upload.wikimedia.org/wikipedia/commons/0/0f/De%C3%A1k_Ferenc_Stra%C3%9Fe_10%2C_Geb%C3%A4ude_M%2C_2021_K%C3%A1poln%C3%A1sny%C3%A9k.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/De%C3%A1k_Ferenc_Stra%C3%9Fe_10%2C_Geb%C3%A4ude_M%2C_2021_K%C3%A1poln%C3%A1sny%C3%A9k.jpg/960px-De%C3%A1k_Ferenc_Stra%C3%9Fe_10%2C_Geb%C3%A4ude_M%2C_2021_K%C3%A1poln%C3%A1sny%C3%A9k.jpg,800,600,wikipedia,Wikipédia – Kápolnásnyék,https://hu.wikipedia.org/wiki/K%C3%A1poln%C3%A1sny%C3%A9k,ok,
Bicsérd,Bicsérd,42969,https://upload.wikimedia.org/wikipedia/commons/b/b7/Bics%C3%A9rd%2C_r%C3%B3mai_katolikus_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Bics%C3%A9rd%2C_r%C3%B3mai_katolikus_templom.jpg/960px-Bics%C3%A9rd%2C_r%C3%B3mai_katolikus_templom.jpg,800,600,wikipedia,Wikipédia – Bicsérd,https://hu.wikipedia.org/wiki/Bics%C3%A9rd,ok,
Csép,Csép,44171,https://upload.wikimedia.org/wikipedia/commons/0/09/Cs%C3%A9p%2C_reform%C3%A1tus_templom_2021_05.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Cs%C3%A9p%2C_reform%C3%A1tus_templom_2021_05.jpg/960px-Cs%C3%A9p%2C_reform%C3%A1tus_templom_2021_05.jpg,800,1200,wikipedia,Wikipédia – Csép,https://hu.wikipedia.org/wiki/Cs%C3%A9p,ok,
Szakoly,Szakoly,45177,https://upload.wikimedia.org/wikipedia/commons/7/7a/Szakoly.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Szakoly.jpg/960px-Szakoly.jpg,800,600,wikipedia,Wikipédia – Szakoly,https://hu.wikipedia.org/wiki/Szakoly,ok,
Ács,Ács,412108,,,,,wikipedia,Wikipédia – Ács,https://hu.wikipedia.org/wiki/%C3%81cs,no_image,Nincs kép a Wikipedia oldalon
Pócspetri,Pócspetri,44991,https://upload.wikimedia.org/wikipedia/commons/6/68/Mestersegek_faja.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Mestersegek_faja.JPG/960px-Mestersegek_faja.JPG,800,1067,wikipedia,Wikipédia – Pócspetri,https://hu.wikipedia.org/wiki/P%C3%B3cspetri,ok,
Apagy,Apagy,28624,https://upload.wikimedia.org/wikipedia/commons/6/60/Apagy%2C_reform%C3%A1tus_templom_2022_03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Apagy%2C_reform%C3%A1tus_templom_2022_03.jpg/960px-Apagy%2C_reform%C3%A1tus_templom_2022_03.jpg,800,1200,wikipedia,Wikipédia – Apagy,https://hu.wikipedia.org/wiki/Apagy,ok,
Fábiánháza,Fábiánháza,44583,https://upload.wikimedia.org/wikipedia/commons/d/d6/F%C3%A1bi%C3%A1nh%C3%A1za_g%C3%B6r%C3%B6g_katolikus_templom.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/F%C3%A1bi%C3%A1nh%C3%A1za_g%C3%B6r%C3%B6g_katolikus_templom.JPG/960px-F%C3%A1bi%C3%A1nh%C3%A1za_g%C3%B6r%C3%B6g_katolikus_templom.JPG,800,1067,wikipedia,Wikipédia – Fábiánháza,https://hu.wikipedia.org/wiki/F%C3%A1bi%C3%A1nh%C3%A1za,ok,
Darnózseli,Darnózseli,44241,https://upload.wikimedia.org/wikipedia/commons/b/be/Darn%C3%B3zseli-katolikus_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Darn%C3%B3zseli-katolikus_templom.jpg/960px-Darn%C3%B3zseli-katolikus_templom.jpg,800,1067,wikipedia,Wikipédia – Darnózseli,https://hu.wikipedia.org/wiki/Darn%C3%B3zseli,ok,
Záhony,Záhony,8397,https://upload.wikimedia.org/wikipedia/commons/b/b7/Z%C3%A1hony%2C_vas%C3%BAti_h%C3%ADd.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Z%C3%A1hony%2C_vas%C3%BAti_h%C3%ADd.jpg/960px-Z%C3%A1hony%2C_vas%C3%BAti_h%C3%ADd.jpg,800,600,wikipedia,Wikipédia – Záhony,https://hu.wikipedia.org/wiki/Z%C3%A1hony,ok,
Mesteri,Mesteri,44863,https://upload.wikimedia.org/wikipedia/commons/1/19/Intah%C3%A1za_kast%C3%A9ly.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Intah%C3%A1za_kast%C3%A9ly.jpg/960px-Intah%C3%A1za_kast%C3%A9ly.jpg,800,600,wikipedia,Wikipédia – Mesteri,https://hu.wikipedia.org/wiki/Mesteri,ok,
Vönöck,Vönöck,45284,https://upload.wikimedia.org/wikipedia/commons/0/0b/V%C3%B6n%C3%B6cki_templom_a_leveg%C5%91b%C5%91l.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0b/V%C3%B6n%C3%B6cki_templom_a_leveg%C5%91b%C5%91l.jpg,600,400,wikipedia,Wikipédia – Vönöck,https://hu.wikipedia.org/wiki/V%C3%B6n%C3%B6ck,ok,
Mihályfa,Mihályfa,22009,https://upload.wikimedia.org/wikipedia/commons/7/7e/Mih%C3%A1lyfa%2C_Nepomuki_Szent_J%C3%A1nos-szobor_2021_04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Mih%C3%A1lyfa%2C_Nepomuki_Szent_J%C3%A1nos-szobor_2021_04.jpg/960px-Mih%C3%A1lyfa%2C_Nepomuki_Szent_J%C3%A1nos-szobor_2021_04.jpg,800,1200,wikipedia,Wikipédia – Mihályfa,https://hu.wikipedia.org/wiki/Mih%C3%A1lyfa,ok,
Orci,Orci,43506,https://upload.wikimedia.org/wikipedia/commons/6/68/Orci%2C_r%C3%B3mai_katolikus_templom_2024_03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Orci%2C_r%C3%B3mai_katolikus_templom_2024_03.jpg/960px-Orci%2C_r%C3%B3mai_katolikus_templom_2024_03.jpg,800,1200,wikipedia,Wikipédia – Orci,https://hu.wikipedia.org/wiki/Orci,ok,
Sükösd,Sükösd,42347,https://upload.wikimedia.org/wikipedia/commons/6/62/S%C3%BCk%C3%B6sd%2C_D%C3%B3zsa_Gy%C3%B6rgy_utcai_h%C3%A1z_2021_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/S%C3%BCk%C3%B6sd%2C_D%C3%B3zsa_Gy%C3%B6rgy_utcai_h%C3%A1z_2021_01.jpg/960px-S%C3%BCk%C3%B6sd%2C_D%C3%B3zsa_Gy%C3%B6rgy_utcai_h%C3%A1z_2021_01.jpg,800,533,wikipedia,Wikipédia – Sükösd,https://hu.wikipedia.org/wiki/S%C3%BCk%C3%B6sd,ok,
Almásfüzitő,Almásfüzitő,28464,https://upload.wikimedia.org/wikipedia/commons/f/fd/Alm%C3%A1sf%C3%BCzit%C5%9148.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Alm%C3%A1sf%C3%BCzit%C5%9148.JPG/960px-Alm%C3%A1sf%C3%BCzit%C5%9148.JPG,800,1067,wikipedia,Wikipédia – Almásfüzitő,https://hu.wikipedia.org/wiki/Alm%C3%A1sf%C3%BCzit%C5%91,ok,
Gerjen,Gerjen,42623,https://upload.wikimedia.org/wikipedia/commons/6/6b/Gerjen%2C_reform%C3%A1tus_templom_2024_04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Gerjen%2C_reform%C3%A1tus_templom_2024_04.jpg/960px-Gerjen%2C_reform%C3%A1tus_templom_2024_04.jpg,800,1200,wikipedia,Wikipédia – Gerjen,https://hu.wikipedia.org/wiki/Gerjen,ok,
Szombathely,Szombathely,10445,https://upload.wikimedia.org/wikipedia/commons/e/e6/Szombathely_Montage.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Szombathely_Montage.jpg/960px-Szombathely_Montage.jpg,800,800,wikipedia,Wikipédia – Szombathely,https://hu.wikipedia.org/wiki/Szombathely,ok,
Ináncs,Ináncs,17908,https://upload.wikimedia.org/wikipedia/commons/1/1e/Az_in%C3%A1ncsi_rk._Nagy_Szent_Ter%C3%A9z_templom.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Az_in%C3%A1ncsi_rk._Nagy_Szent_Ter%C3%A9z_templom.JPG/960px-Az_in%C3%A1ncsi_rk._Nagy_Szent_Ter%C3%A9z_templom.JPG,800,600,wikipedia,Wikipédia – Ináncs,https://hu.wikipedia.org/wiki/In%C3%A1ncs,ok,
Küngös,Küngös,42860,https://upload.wikimedia.org/wikipedia/commons/7/77/K%C3%BCng%C3%B6s%2C_Szent_Kinga-k%C3%A1polna.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/K%C3%BCng%C3%B6s%2C_Szent_Kinga-k%C3%A1polna.jpg/960px-K%C3%BCng%C3%B6s%2C_Szent_Kinga-k%C3%A1polna.jpg,800,802,wikipedia,Wikipédia – Küngös,https://hu.wikipedia.org/wiki/K%C3%BCng%C3%B6s,ok,
Kiscsősz,Kiscsősz,43176,https://upload.wikimedia.org/wikipedia/commons/1/12/Veszpr%C3%A9m_location_map.PNG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,800,767,wikipedia,Wikipédia – Kiscsősz,https://hu.wikipedia.org/wiki/Kiscs%C5%91sz,ok,
Soponya,Soponya,20956,https://upload.wikimedia.org/wikipedia/commons/d/d0/Soponya%2C_r%C3%B3mai_katolikus_templom_2020_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Soponya%2C_r%C3%B3mai_katolikus_templom_2020_02.jpg/960px-Soponya%2C_r%C3%B3mai_katolikus_templom_2020_02.jpg,800,533,wikipedia,Wikipédia – Soponya,https://hu.wikipedia.org/wiki/Soponya,ok,
